Gene,Expression levels in AD samples (TPM),,,,,,,,,,,Expression levels in non-AD samples (TPM),,,,,,,,,,,,log2FoldChange,"Average abundance
log2(CPM)",Likelyhood ratio,P value,padj,Chromosome No,Location,
AR,0.469154,0.457713,0.740386,1.711194,0.806923,0.165387,0.813665,0.028219,0.649080125,0.517804094675759,,0.222041,0.173498,0.451102,0.549505,0.269293,0.258579,0.157631,0.207365,0.146263,0.134646,0.2569923,0.137902583765215,1.53115618678586,1.41438763313571,17.386218849654,3.05029622073546e-05,0.00778086597675802,chrX,66764465,66950461
ARHGAP36,2.698919,1.388844,3.026323,13.716276,26.680971,0.556891,37.817727,0.398284,10.785529375,14.2348175015719,,0.834169,2.340334,5.065809,2.51363,1.292811,6.1792,0.951736,3.650909,1.162681,0.893696,2.4884975,1.89932415431006,2.33756851633102,3.36233806492987,18.6543494517504,1.56689414188795e-05,0.00587626810337568,chrX,130192216,130223857
ARPP21,44.358841,14.959192,21.986798,15.741981,31.118316,35.090352,48.799872,4.303106,27.04480725,15.4502301478904,,41.922807,41.447288,91.134612,181.934709,70.124925,69.15151,48.03895,40.4615,56.902712,70.531742,71.1650755,42.2866290488168,-1.07519558562655,6.27603539017538,12.1366952650134,0.000494393064299298,0.0304524628976291,chr3,35680437,35835988
ARRDC4,27.581359,13.373164,34.200386,55.194729,11.799513,4.052653,8.378857,5.838436,20.052387125,17.7234978780448,,4.79587,19.277409,11.223907,11.386728,4.01949,7.696752,6.225725,7.716258,9.3355,6.695979,8.8373618,4.40891986502685,1.44977427619425,5.11558169885785,26.927412360503,2.11241458703629e-07,0.000612959348290429,chr15,98462784,98517068
ART3,8.201841,20.828022,55.719546,22.256752,3.89208,3.132387,8.156913,2.279376,15.558364625,17.9733801316792,,5.218365,8.946744,5.859238,9.028705,4.983691,4.563065,3.780206,6.397215,8.080132,6.485733,6.3343094,1.82924728491215,1.47822926652317,3.18837310957936,15.5999687208129,7.82558833088976e-05,0.011759267195843,chr4,76932337,77033955
ASCL1,7.731348,6.468699,10.087285,15.621736,11.121084,5.827545,7.000765,3.343027,8.400186125,3.79341681012779,,6.056948,2.31232,7.188458,7.940415,5.045345,3.484353,5.912055,6.886922,4.280897,3.753264,5.2860977,1.81722173296027,1.032293471062,3.48849666789577,16.4369664916409,5.02947844435171e-05,0.00965472321441333,chr12,103351464,103354294
ASPHD2,7.223443,1.954353,2.213653,2.842372,5.363371,3.654331,6.449955,0.432354,3.766729,2.37185029528383,,7.015924,8.330455,11.496056,18.89229,10.414289,4.399126,9.313702,8.448793,7.170002,8.421473,9.390211,3.86154802070088,-1.0353155126934,3.81304285010267,11.7032268837574,0.000623918055697456,0.0342057107359224,chr22,26825239,26840981
ATP10B,2.014965,5.532569,14.905685,2.563375,4.651025,1.550768,5.015871,0.611632,4.60573625,4.52433514763436,,1.209521,4.163341,3.30154,2.375903,0.957037,4.636089,3.610461,2.84676,1.415989,0.759388,2.5276029,1.39777894119059,1.16936326974679,3.81747964632866,11.7766620139616,0.000599779379391641,0.0339160372948856,chr5,159990127,160279221
ATP2B1,46.734896,10.978933,16.720322,15.318079000000001,14.464941,25.82434,33.134603,1.80962,20.62321675,14.1101347980018,,44.250481,69.937772,92.262146,139.06055,43.152373,25.666367,38.962383,35.822449,27.82274,53.00426,56.9941521,35.153575299542,-1.12740641058007,7.32368447323782,12.1706620302848,0.000485470724070069,0.0302106831135867,chr12,89981828,90103077
ATP6V1A,58.953052,12.112685,25.989385,25.227909,27.366446,18.594677,55.722871,2.476155,28.3053975,19.7497372771759,,64.291461,118.739121,152.819771,183.955655,54.973641,48.364157,52.704694,52.711538,34.447701,48.239805,81.1247544,51.6880442327231,-1.19118333503549,7.18657960641335,17.0875088870346,3.56963134251153e-05,0.00831871001214344,chr3,113465866,113530903
ATP6V1H,66.246873,16.781698,36.378583,44.824531,31.334669,33.655703,54.443573,3.63706,35.91283625,19.9175359296359,,58.513871,188.428743,164.491776,221.603559,59.812575,46.155114,60.626432,65.330311,50.097198,59.769697,97.4829276,66.4992336482249,-1.08706686650704,6.43228587681941,15.5892428255949,7.87010589490276e-05,0.011759267195843,chr8,54628117,54756118
ATP8A2,7.997439,2.003591,3.232344,2.011956,4.57697,3.215475,11.167435,0.423217,4.328553375,3.5608401604381,,11.264656,11.265426,20.019174,28.645146,11.183552,9.470786,13.19872,11.065489,5.745735,9.253544,13.1112228,6.55008743065641,-1.30178321888097,5.66233737405539,17.4708287533233,2.91750128023486e-05,0.0076844269766707,chr13,25946209,26599989
ATRNL1,7.03799,2.262614,2.77818,2.585543,3.915467,6.980196,6.856525,0.50438,4.115111875,2.53273506613889,,11.247287,15.476217,14.768459,53.086276,16.005283,9.37019,10.207945,6.531987,8.778636,21.064586,16.6536866,13.500789432776,-1.59903789446778,4.80663892537608,18.6118185309991,1.60224165245073e-05,0.00591507630105769,chr10,116853124,117708503
ATRNL1,7.03799,2.262614,2.77818,2.585543,3.915467,6.980196,6.856525,0.50438,4.115111875,2.53273506613889,,11.247287,15.476217,14.768459,53.086276,16.005283,9.37019,10.207945,6.531987,8.778636,21.064586,16.6536866,13.500789432776,-1.59903789446778,4.80663892537608,18.6118185309991,1.60224165245073e-05,0.00591507630105769,KE332501.1,66829,922450
AUNIP,0.962144,0.257083,0.329145,0.964736,0.541604,0.402753,1.522935,0.061881,0.630285125,0.482774002168254,,1.662863,1.520979,2.313515,2.937579,1.738845,0.638317,2.117077,1.406319,2.125137,1.418919,1.787955,0.624739836426154,-1.45849546081902,0.601825458118299,11.2530637828308,0.000794916980914584,0.0393022906520283,chr1,26158414,26185903
AZGP1,27.052055,50.206825,65.706308,12.143319,10.379517,18.470688,13.750841,8.423698,25.766656375,21.094679160533,,25.222978,12.355754,9.521814,6.255921,2.748969,19.061067,16.888849,20.694529,19.040475,2.96835,13.4758706,7.87684742346278,1.39613813467183,4.21233199107321,10.8968300330844,0.000963289710056595,0.0438153678640923,chr7,99564343,99573780
B4GALT6,17.034238,3.773033,6.539328,4.939898,7.683034,6.979344,12.72046,0.881049,7.568798,5.12137570734915,,16.815853,26.536421,37.9937,37.111099,14.732659,10.583065,20.969812,12.143488,11.745193,18.019445,20.6650735,10.0893596951436,-1.13365170212735,5.21132599158207,17.3225592998042,3.15420012977535e-05,0.00785061388987029,chr18,29202210,29265799
BAMBI,12.560522,6.331975,18.967984,18.843444,7.211141,4.877658,5.746961,6.556171,10.136982,5.88528707365745,,4.227236,8.648517,10.869825,5.9972,3.314626,6.371301,5.314553,8.22336,3.803716,2.172566,5.89429,2.7079301544724,1.2835637084843,3.30447482062045,22.8469709142807,1.75425581915354e-06,0.00191499677296906,chr10,28966271,28971868
BASP1,187.743896,73.943245,54.289368,61.926895,122.807663,151.173431,210.87327,15.534169,109.786492125,69.4025871095745,,247.774123,325.254096,322.348465,432.592783,298.695579,283.238053,230.60254,248.513212,278.677385,260.037588,292.7733824,58.4280954327168,-1.06947457369503,7.94181946672464,12.144127306211,0.000492426786137669,0.0304085795692689,chr5,17065707,17276943
BCL11A,12.751883,3.656041,4.389638,3.186387,6.010182,9.99816,10.241997,1.455292,6.4611975,4.04482779192196,,13.404795,25.243236,21.294864,28.915244,19.230627,10.662847,30.46526,12.014557,17.291806,16.431757,19.4954993,6.91802229381763,-1.32844541820052,4.946700567519,18.0723232099093,2.12670427495226e-05,0.00687109276426764,chr2,60678302,60780702
BEAN1,2.009462,1.434015,1.508346,0.778836,1.161791,0.680199,2.170142,0.564353,1.288393,0.6019987134234,,4.078578,6.801584,6.717349,6.847196,4.338989,1.693406,7.889374,4.153949,3.88083,4.909861,5.1311116,1.88501965514263,-1.74173761437803,2.21772651221857,28.7491661100358,8.23853863836536e-08,0.000324792270771194,chr16,66461200,66527432
BEST1,30.973664,63.993851,166.019842,67.717879,29.990439,13.263388,23.260611,10.851039,50.758839125,51.1654834419536,,9.771795,37.605478,37.192848,18.492782,5.785971,82.885995,24.289195,19.910172,21.560139,6.93178,26.4426155,22.7197087100139,1.32592841213659,6.64403214246908,10.874930786733,0.000974746717156429,0.0441591454766811,chr11,61717293,61732987
BEST3,3.823447,1.613294,2.917494,1.33294,2.262782,2.876407,1.412124,2.519046,2.34469175,0.867090051873136,,0.665777,0.6465,3.585449,2.248551,0.525471,1.55763,1.663895,1.307489,2.736225,1.157276,1.6094263,0.993128462055477,1.44309988621288,1.98118367142744,13.9051178869588,0.000192274202866003,0.0184860710256348,chr12,70037140,70093256
BEX5,58.768734,17.35956,23.279068,18.951968,47.988692,35.126939,70.068837,5.547083,34.636360125,22.4754451010447,,77.047549,186.499609,131.14782,163.188278,73.611426,56.721557,87.043311,79.660629,72.979267,62.114622,99.0014068,45.0658022531293,-1.11672678033833,4.14162145537767,16.1389021441735,5.88624560910471e-05,0.0104414182729625,chrX,101408680,101411029
BEX5,58.768734,17.35956,23.279068,18.951968,47.988692,35.126939,70.068837,5.547083,34.636360125,22.4754451010447,,77.047549,186.499609,131.14782,163.188278,73.611426,56.721557,87.043311,79.660629,72.979267,62.114622,99.0014068,45.0658022531293,-1.11672678033833,4.14162145537767,16.1389021441735,5.88624560910471e-05,0.0104414182729625,JH806594.1,25566,27915
BLOC1S5-TXNDC5,0,0.0,2.063979,0.0,0.0,0.0,0.0,0.0,0.257997375,0.729726773563315,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.88068807359608,-2.13649214577225,16.2047422684985,5.68516188649454e-05,0.0103289511237177,chr6,7881755,8064597
BMP1,7.43077,4.770381,6.779969,7.085387,3.533701,1.717916,3.353478,5.937219,5.076102625,2.06825273647098,,3.250578,3.96474,3.307381,5.035571,1.406404,5.258841,4.215406,3.518721,3.866185,2.0204,3.5844227,1.19787463467278,1.15591152391462,3.46881032716484,12.6958256330814,0.000366472756011648,0.0262032647729591,chr8,22022249,22069839
BUB1B,0.42344,0.086654,0.08519,0.0,0.067811,0.0,0.115869,0.041502,0.10255825,0.136103165260506,,0.348208,0.22851,0.428609,1.106456,0.788288,0.669943,0.238505,0.501201,1.434055,0.254477,0.5998252,0.405941216160884,-1.77347141878468,-0.670459442344623,10.5951715391828,0.00113383378845706,0.0482122552892922,chr15,40453224,40513337
BX255923.3,3.545976,0.943958,1.316991,5.577449,0.550051,5.613401,3.882192,0.346821,2.722104875,2.20496491570206,,12.174952,42.030041,7.763843,28.327744,3.831988,4.345343,9.828715,3.240585,8.946229,2.957842,12.3447282,12.8366835788604,-1.62626897675325,3.63035229240953,12.1145205259015,0.000500307007676315,0.0306622137853918,chr9,69174213,69179458
BX470102.3,3.106166,0.933052,1.52467,2.340673,1.790331,0.45079,0.201623,0.499731,1.3558795,1.02217050772769,,0,0.509397,0.585766,1.296731,0.0,0.423115,0.0,0.518264,0.309133,0.0,0.3642406,0.40832902561706,2.39283426016112,-1.70573508404966,14.2873681781778,0.000156914350403231,0.0164553754610825,chr1,153506079,153507591
C10orf35,23.332468,4.686123,9.612933,13.589522,10.256704,8.050309,13.425355,1.520737,10.559268875,6.59027830796531,,17.223339,45.964071,44.158775,55.891105,22.593195,14.127353,20.732696,24.125741,12.848089,11.943853,26.9608217,15.7901264163237,-1.01795472506537,3.54595338272775,15.5647915633997,7.97254504773333e-05,0.0118497966800024,chr10,71390007,71393352
C11orf87,6.772532,1.393735,1.747078,2.509672,3.187153,6.501538,7.023321,0.103361,3.65479875,2.72726060306254,,7.789847,19.531788,16.048273,44.473164,14.668764,5.707342,10.986373,6.562724,5.217352,15.954897,14.6940524,11.6032835871518,-1.61533903321055,5.04860635608811,13.4269343114104,0.000248037129021334,0.0210902321011248,chr11,109292846,109299840
C12orf39,44.010028,26.282204,55.215309,82.818536,49.609579,7.964927,37.453904,6.342281,38.712096,25.3935759449348,,25.091974,21.59781,45.605092,18.400143,13.065665,14.097854,16.269013,25.949018,15.57465,18.447448,21.4098667,9.55108942265074,1.06112522561975,4.98656437641395,17.002625673752,3.73281623201289e-05,0.00847921222458258,chr12,21679241,21690311
C12orf68,10.663213,4.41017,5.208319,3.29157,9.452194,7.268784,10.891757,0.882628,6.508579375,3.66080556948978,,13.115329,20.873085,18.654995,33.093262,17.664499,13.51587,17.406408,16.591909,10.349083,13.312942,17.4577382,6.32868095779174,-1.06361520100805,4.16144284074065,14.3364076482452,0.000152879448719687,0.0162122047734348,chr12,48577366,48579709
C17orf64,0.199484,0.143457,0.554287,0.604725,0.0,0.0,0.269213,0.0,0.22139575,0.243089400228305,,0,0.0,0.0,0.0,0.0,0.0,0.175455,0.0,0.0,0.0,0.0175455,0.0554837426864843,4.54204661658923,-3.62252681109629,17.3170068757476,3.16342963700371e-05,0.00785061388987029,chr17,58469790,58508782
C18orf54,1.883091,2.105087,3.821944,1.590147,1.758444,0.58988,1.173369,0.524686,1.680831,1.04224191957256,,0.585162,0.755547,1.356034,0.692766,0.548339,0.729374,0.473612,0.349913,1.580487,0.237021,0.7308255,0.424851254673981,1.76232198346542,1.9333158922323,22.044400160505,2.6641578730592e-06,0.00209769671215433,chr18,51884287,51911588
C19orf33,2.477852,0.961966,0.949986,1.096989,0.600962,0.465195,0.292299,5.702027,1.5684095,1.79951711123742,,0.602765,0.411942,0.696273,0.995829,0.602828,0.144095,2.958305,0.823511,0.725227,0.11386,0.8074635,0.805697931673079,2.24013319604826,-0.657049878687598,10.7355234038873,0.00105098271449025,0.0463900770921538,chr19,38794801,38795649
C1orf115,37.941971,11.060036,10.676942,9.631783,11.404986,25.397026,29.33149,4.119305,17.445442375,11.8702860192344,,34.687134,44.877209,68.492561,117.299805,54.194378,26.458347,39.122875,35.619598,41.650505,44.506008,50.690842,26.0853318702471,-1.13061126475626,6.20993332218113,13.8026244081618,0.000203052395890161,0.0190116817888871,chr1,220863187,220872499
C1orf216,38.692499,7.803252,14.974674,14.454833,15.804778,14.936303,28.271109,3.014009,17.243932125,11.2984305315313,,37.320143,88.955139,64.377864,104.267288,46.894154,23.178552,37.356002,35.78367,33.177201,26.957857,49.826787,27.3548718334204,-1.2000230848506,6.01127808783449,21.9005008077308,2.87158972284951e-06,0.00219750343804385,chr1,36179476,36185073
C20orf166-AS1,0.220602,0.029136,0.072568,0.029888,0.0,0.23898,0.058206,0.0,0.0811725,0.0952148974343226,,0.38257,2.686541,1.22167,0.509213,0.399449,0.081138,1.931469,0.376894,0.131214,0.526824,0.8246982,0.859450193219906,-2.72468710746499,-1.48095215887475,15.7171581282122,7.35539177583852e-05,0.0114430901339,chr20,61141550,61148733
C20orf166-AS1,0.220602,0.029136,0.072568,0.029888,0.0,0.23898,0.058206,0.0,0.0811725,0.0952148974343226,,0.38257,2.686541,1.22167,0.509213,0.399449,0.081138,1.931469,0.376894,0.131214,0.526824,0.8246982,0.859450193219906,-2.72468710746499,-1.48095215887475,15.7171581282122,7.35539177583852e-05,0.0114430901339,GL582979.2,87861,95044
C21orf91,5.840229,10.108156,32.12947,9.483602,3.902078,1.542621,3.364432,1.121909,8.436562125,10.1369477845781,,2.032984,8.716059,7.775086,2.512693,1.636229,4.471489,5.218193,3.504527,2.488114,0.815038,3.9170412,2.63468075960695,1.49940316484855,4.23229948216192,14.5466374531681,0.000136732459009467,0.0153327176658359,chr21,19161284,19191703
C2orf50,0.693504,0.218742,0.365253,0.905472,0.37637,0.261509,0.351316,0.038765,0.401366375,0.274718664556481,,0.970367,0.968489,2.568786,3.130746,1.191254,0.502368,1.097645,0.522345,0.372355,0.886596,1.2210951,0.909390022299007,-1.28282039348122,0.309424522291742,11.6506810311641,0.000641790349509589,0.0347349113855523,chr2,11273179,11286916
C2orf80,30.508988,7.835612,13.1244,7.294074,19.656987,20.697483,40.11985,1.847381,17.635596875,12.8581961577109,,30.75933,81.626679,79.473215,108.080058,39.38322,26.55032,44.669174,34.206151,38.794291,45.388479,52.8930917,27.1129630176445,-1.15783487548966,4.62210409301223,13.2198472429384,0.000277000192976527,0.0228007021287786,chr2,209030067,209054797
C2orf88,5.696383,5.956319,13.588926,21.587704,6.316668,1.507573,5.717252,0.998507,7.6711665,6.80017944096089,,4.517114,5.525876,6.094369,3.650461,1.743023,4.603001,4.020215,4.903055,2.535179,2.406459,3.9998752,1.41667879076403,1.13235573441341,3.76223443350071,15.523128538233,8.15019330569481e-05,0.011926028338713,chr2,190744335,191068210
C4orf21,3.181571,3.673215,6.369619,3.32356,2.909805,0.443798,2.820773,0.218745,2.86763575,1.93150026371011,,0.83013,2.867086,2.97874,2.804432,0.407733,1.159609,1.032708,0.870978,1.503622,0.550622,1.500566,1.00167287866327,1.07398362346061,2.31372742593626,13.1446229178178,0.00028834554008208,0.0231266768111987,chr4,113460492,113558151
C6,0.839538,0.33381,0.218348,3.194231,0.620338,0.054933,0.205907,0.0,0.683388125,1.05296320830196,,0,0.219806,0.107193,0.0,0.0,0.102395,0.087389,0.211821,0.087167,0.0,0.0815771,0.0842249499303304,3.09746020361678,-0.412671828056452,13.0404511877139,0.000304834649059258,0.0235504520348932,chr5,41142336,41261540
C9orf152,0,0.029278,0.0,0.0,0.164313,0.0,0.049648,0.0,0.030404875,0.0572279099826487,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.20041070883455,-4.12397859479209,11.9938582890777,0.000533761666951382,0.0316458089636238,chr9,112952328,112970469
C9orf91,20.322221,4.092133,7.336659,7.801724,7.140727,9.064471,13.690029,1.083279,8.816405375,5.90816209804475,,17.86703,29.516377,39.428391,38.049529,16.488191,15.418632,29.447436,16.832077,16.899799,20.897946,24.0845408,9.27693197788263,-1.16355509994414,5.44468071842107,17.1370882243561,3.47765402799443e-05,0.00821744042477934,chr9,117373486,117408702
CACNB4,9.600333,3.02686,4.375436,5.148016,5.56943,4.534184,8.063146,0.367422,5.085603375,2.84842282195669,,10.517358,8.921109,25.617488,32.09863,9.686812,9.414722,13.596417,7.811149,5.541346,12.028425,13.5233456,8.50952033311811,-1.09086887704036,5.45963306791927,14.257054534301,0.000159461978666949,0.016569123651249,chr2,152689290,152955593
CACNG3,30.750191,15.108429,7.453075,8.170653,16.094662,46.591389,39.991043,1.519132,20.70982175,16.4593004171641,,57.333263,72.820496,62.756943,90.919151,78.742195,43.491901,64.119751,46.532486,80.387314,67.64679,66.475029,14.9519998244885,-1.2996559776882,6.50288930812465,10.5509996672979,0.00116125264641591,0.0488562972614312,chr16,24266874,24374122
CADPS,34.592901,8.87778,11.718371,12.987711,19.339753,19.022594,36.802101,0.654452,17.999457875,12.42318590902,,45.642408,67.995795,71.790611,88.840171,29.838745,31.380595,33.579023,36.27769,29.364385,41.936087,47.664551,21.0122917964872,-1.25115400835525,6.44305928577671,14.2328393031939,0.000161526980349763,0.0166918090697568,chr3,62384022,62861054
CALHM1,0.718736,0.086108,0.142837,0.194487,0.363911,0.567418,0.45484,0.0,0.316042125,0.251974051143275,,1.026665,1.254942,2.584718,3.104047,1.087607,0.633412,1.67431,0.895086,0.300691,0.909326,1.3470804,0.875875488749298,-1.69090045150709,0.647798737431718,11.9123270483025,0.000557636954720984,0.0322887761849638,chr10,105213144,105218645
CALM3,572.84355,203.939401,256.508125,242.211533,467.869419,631.024249,832.963311,81.279388,411.079872,256.302884467612,,812.449539,1485.564311,1311.652457,1930.154926,1278.945426,733.008101,1206.874147,874.046253,1025.60468,1010.813698,1166.9113538,359.505576402669,-1.09290206098319,10.1423233263767,10.5160199784817,0.0011834409242619,0.0494226224926455,chr19,47104331,47114050
CAMK1D,13.032233,4.776354,5.833036,13.122924,11.433887,16.010438,16.115487,1.348825,10.209148,5.52488683410739,,21.123713,33.396166,24.708316,86.585784,26.381616,20.013718,19.270799,17.737903,17.786072,34.12207,30.1126157,20.7220045900285,-1.18140752540689,6.62944735082119,12.9600634877777,0.000318206389306863,0.0240583573031486,chr10,12391481,12877545
CAMK4,5.101329,1.492217,2.626805,2.355504,4.171051,2.879912,9.08088,0.248382,3.49451,2.70506420275643,,5.989825,12.479383,17.030374,18.921911,8.976954,3.089168,6.93642,7.362387,4.770064,8.225972,9.3782458,5.19655727834757,-1.12249698697693,5.57318061036072,11.2722659113991,0.00078673639773059,0.0391494687759979,chr5,110559351,110830584
CAMKK1,26.224762,5.268742,8.824386,12.308338,12.218127,19.272828,26.646746,0.978526,13.967806875,9.37928445082927,,25.536023,46.593559,49.237611,106.247671,36.996816,15.41932,35.591831,37.363169,21.160885,26.275805,40.042269,25.6247075031709,-1.16201158477949,5.86226425355605,11.9597240855582,0.000543629202510863,0.0319679938826456,chr17,3763609,3798185
